%time,field.header.seq,field.header.stamp,field.header.frame_id,field.distanceA,field.distanceB,field.distanceC,field.distanceD,field.distanceE,field.distanceF,field.distanceG,field.distanceH
1710773624552167618,26189,1710773624551601887,,0.611000001431,0.699000000954,0.456999987364,0.17499999702,0.136000007391,0.712999999523,0.0320000015199,0.0
1710773624601877327,26190,1710773624601467950,,0.56099998951,0.698000013828,0.449999988079,0.211999997497,0.136000007391,0.709999978542,0.0320000015199,0.0
1710773624652111257,26191,1710773624651586931,,0.56099998951,0.698000013828,0.458999991417,0.337000012398,0.135000005364,0.712999999523,0.0320000015199,0.0
1710773624702074456,26192,1710773624701508047,,0.561999976635,0.68900001049,0.523000001907,0.337999999523,0.137999996543,0.709999978542,0.0320000015199,0.0
1710773624751932967,26193,1710773624751468955,,0.611000001431,0.686999976635,0.592999994755,0.375999987125,0.141000002623,0.725000023842,0.0320000015199,0.0
1710773624801977782,26194,1710773624801509082,,0.611000001431,0.67199999094,0.592999994755,0.340000003576,0.143000006676,0.726999998093,0.0320000015199,0.0
1710773624851940096,26195,1710773624851474312,,0.560000002384,0.674000024796,0.59500002861,0.337000012398,0.143000006676,0.726999998093,0.0320000015199,0.0
1710773624901902618,26196,1710773624901481053,,0.560000002384,0.675000011921,0.528999984264,0.337000012398,0.138999998569,0.713999986649,0.0320000015199,0.0
1710773624951950140,26197,1710773624951479201,,0.509000003338,0.690999984741,0.527999997139,0.248999997973,0.136999994516,0.714999973774,0.0320000015199,0.0
1710773625001966673,26198,1710773625001464223,,0.505999982357,0.711000025272,0.527000010014,0.250999987125,0.136999994516,0.730000019073,0.0320000015199,0.0
1710773625052071959,26199,1710773625051591384,,0.451999992132,0.713999986649,0.527000010014,0.211999997497,0.140000000596,0.73400002718,0.0320000015199,0.0
1710773625101944535,26200,1710773625101461980,,0.451000005007,0.704999983311,0.526000022888,0.172999992967,0.142000004649,0.728999972343,0.0320000015199,0.0
1710773625152066695,26201,1710773625151528047,,0.451000005007,0.723999977112,0.45300000906,0.209999993443,0.142000004649,0.712000012398,0.0320000015199,0.0
1710773625201908594,26202,1710773625201480936,,0.505999982357,0.70300000906,0.523999989033,0.331000000238,0.142000004649,0.708999991417,0.0320000015199,0.0
1710773625252022630,26203,1710773625251535075,,0.449999988079,0.709999978542,0.59399998188,0.331999987364,0.142000004649,0.711000025272,0.0320000015199,0.0
1710773625302062342,26204,1710773625301544162,,0.507000029087,0.703999996185,0.579999983311,0.331999987364,0.138999998569,0.711000025272,0.0320000015199,0.0
1710773625351942001,26205,1710773625351467676,,0.504999995232,0.72000002861,0.579999983311,0.333000004292,0.138999998569,0.712000012398,0.0320000015199,0.0
